age,balance,day,duration,campaign,job,marital,education,default,housing,loan,contact,month,y
45,0,18,139,2,technician,single,tertiary,no,yes,no,cellular,nov,0
46,2944,20,20,5,blue-collar,married,secondary,no,no,no,unknown,jun,0
32,99,15,166,2,blue-collar,married,secondary,no,yes,no,cellular,may,0
51,1202,18,99,1,management,single,tertiary,no,yes,no,cellular,nov,0
37,0,17,77,1,technician,married,tertiary,no,yes,no,cellular,nov,0
38,46,7,48,2,admin,married,secondary,no,no,no,cellular,aug,0
35,456,2,71,1,blue-collar,married,primary,no,yes,no,unknown,jun,0
43,946,28,40,1,management,single,tertiary,no,no,no,telephone,aug,0
40,284,20,1332,2,technician,married,primary,no,yes,no,cellular,apr,1
28,307,30,132,1,services,single,primary,no,no,no,cellular,apr,0
34,82,19,292,4,technician,single,tertiary,no,no,no,cellular,aug,0
34,7,21,94,2,technician,divorced,secondary,no,yes,yes,cellular,nov,0
46,250,13,85,2,admin,married,secondary,no,no,no,unknown,may,0
49,100,11,143,2,blue-collar,married,unknown,no,yes,no,cellular,may,0
28,486,8,180,1,blue-collar,married,unknown,no,yes,no,unknown,may,0
51,541,11,663,3,blue-collar,married,primary,no,no,no,cellular,aug,1
30,1028,21,653,1,technician,single,tertiary,no,yes,no,cellular,nov,0
51,36935,21,41,1,entrepreneur,married,tertiary,no,yes,no,cellular,nov,0
49,11317,14,208,1,blue-collar,married,primary,no,yes,no,unknown,may,0
40,939,22,87,3,services,married,secondary,no,yes,no,cellular,jul,0
48,1355,12,409,7,services,married,secondary,no,no,no,cellular,aug,0
53,-1455,23,169,2,blue-collar,married,primary,no,yes,no,unknown,may,0
47,955,13,47,1,unemployed,married,secondary,no,yes,no,unknown,may,0
44,985,11,9,7,admin,single,secondary,no,yes,yes,cellular,may,0
59,0,17,98,1,housemaid,divorced,secondary,no,no,no,unknown,jun,0
42,693,13,187,2,services,married,secondary,no,yes,no,unknown,may,0
31,525,19,278,7,admin,divorced,secondary,no,no,yes,telephone,nov,0
45,528,14,16,7,blue-collar,married,primary,no,yes,no,cellular,may,0
36,4785,6,250,1,admin,married,secondary,no,no,yes,unknown,jun,0
60,8121,18,98,7,retired,married,secondary,no,yes,yes,cellular,aug,0
33,-285,12,507,3,management,married,secondary,no,yes,no,cellular,aug,0
62,180,15,389,2,blue-collar,married,secondary,no,no,no,cellular,apr,1
49,0,21,13,2,services,married,primary,no,yes,no,cellular,nov,0
30,677,21,108,1,services,single,secondary,no,yes,no,cellular,nov,0
38,1066,28,78,2,management,married,secondary,no,yes,no,cellular,jul,0
31,354,21,242,2,management,single,tertiary,no,no,no,cellular,apr,1
39,220,8,87,2,management,single,tertiary,no,yes,no,unknown,may,0
34,1186,18,131,1,admin,divorced,secondary,no,yes,yes,cellular,nov,0
41,442,17,261,3,technician,married,secondary,no,yes,yes,cellular,apr,0
29,2312,14,109,3,blue-collar,married,secondary,no,yes,no,telephone,jul,0
45,698,17,160,4,housemaid,married,secondary,no,yes,no,unknown,jun,0
54,386,19,74,1,services,married,unknown,no,no,yes,cellular,nov,0
59,699,27,88,6,blue-collar,married,primary,no,no,no,cellular,aug,0
34,244,31,56,4,admin,married,secondary,no,yes,no,cellular,jul,0
43,13015,21,56,1,management,married,tertiary,no,yes,no,cellular,nov,0
47,1480,15,144,1,blue-collar,divorced,secondary,no,yes,no,cellular,may,0
32,470,19,286,2,management,single,tertiary,no,no,no,cellular,aug,0
42,3228,21,133,1,technician,married,secondary,no,no,no,cellular,nov,0
34,1423,21,55,2,blue-collar,single,secondary,no,yes,no,cellular,nov,0
56,502,21,321,2,management,married,tertiary,no,no,no,cellular,aug,0
38,7159,30,285,2,unemployed,single,secondary,no,no,no,telephone,jul,0
45,3354,29,746,1,unemployed,divorced,secondary,no,yes,no,unknown,may,1
49,2405,23,216,8,admin,divorced,secondary,yes,yes,no,cellular,jul,0
47,4822,21,154,5,services,married,unknown,no,yes,no,unknown,may,0
44,3340,18,251,1,management,divorced,tertiary,no,no,no,unknown,nov,0
32,2414,12,439,4,management,married,tertiary,no,no,no,cellular,aug,0
42,-15,17,89,1,technician,single,secondary,no,no,no,cellular,nov,0
26,1842,22,611,1,technician,single,secondary,no,yes,yes,cellular,jul,0
30,-28,18,284,2,blue-collar,married,secondary,no,yes,no,cellular,may,0
38,1116,9,80,3,blue-collar,married,secondary,no,no,no,unknown,jun,0
34,467,13,195,2,blue-collar,married,secondary,no,yes,no,cellular,may,0
34,302,14,282,1,technician,single,secondary,no,yes,no,unknown,may,0
40,1952,17,310,1,technician,married,secondary,no,yes,no,cellular,nov,0
56,21664,17,214,8,management,married,tertiary,no,no,no,unknown,jun,0
36,606,2,102,2,admin,married,secondary,no,yes,no,cellular,feb,0
69,2713,3,32,1,retired,married,primary,no,no,no,telephone,feb,0
28,1374,23,203,4,unemployed,single,primary,no,no,no,cellular,apr,1
32,2629,28,77,4,management,single,tertiary,no,no,no,cellular,aug,0
31,388,21,115,2,technician,single,secondary,no,no,no,cellular,aug,0
39,2077,31,88,21,self-employed,married,primary,no,yes,no,cellular,jul,0
45,-31,14,295,2,admin,married,secondary,no,yes,no,unknown,may,0
51,5801,29,147,2,services,married,unknown,no,yes,no,unknown,may,0
31,-21,25,507,1,services,single,secondary,yes,no,yes,cellular,jul,0
32,-22,20,215,2,technician,single,secondary,no,yes,no,cellular,aug,0
55,42,26,318,1,management,married,tertiary,no,no,no,cellular,may,0
32,170,18,74,1,admin,single,tertiary,no,no,no,cellular,nov,0
27,439,15,1038,2,technician,single,secondary,no,yes,no,cellular,apr,1
55,-636,13,15,5,blue-collar,married,primary,no,yes,no,telephone,may,0
26,565,6,582,11,management,single,secondary,no,yes,no,unknown,jun,0
58,312,7,398,2,retired,divorced,secondary,no,no,no,cellular,aug,0
53,1815,29,86,6,admin,married,secondary,no,no,no,cellular,jul,0
51,2337,27,133,2,housemaid,married,unknown,no,yes,no,cellular,may,0
52,28,21,85,3,blue-collar,married,primary,no,yes,no,telephone,nov,0
40,2502,18,205,1,blue-collar,married,primary,no,yes,no,cellular,may,0
35,397,17,594,1,management,single,tertiary,no,yes,no,cellular,apr,1
26,3529,28,100,2,blue-collar,married,primary,no,yes,no,unknown,may,0
36,52,13,152,1,blue-collar,divorced,secondary,no,yes,no,cellular,may,0
33,661,18,411,1,admin,divorced,secondary,no,yes,no,cellular,nov,0
30,0,22,209,2,management,divorced,tertiary,no,no,no,cellular,aug,0
33,3132,23,350,5,management,married,secondary,no,yes,no,unknown,may,0
33,876,20,1287,2,management,married,tertiary,no,no,no,unknown,may,0
32,1328,6,80,5,entrepreneur,married,secondary,no,yes,no,unknown,jun,0
31,481,21,114,2,services,single,secondary,no,yes,no,unknown,may,0
30,1359,27,298,1,technician,single,secondary,no,yes,no,unknown,may,0
25,913,7,113,4,blue-collar,single,secondary,no,yes,no,cellular,jul,0
48,684,12,139,1,blue-collar,married,secondary,no,yes,yes,unknown,may,0
26,81,8,803,2,blue-collar,single,secondary,yes,no,yes,cellular,jul,1
42,256,8,322,1,admin,divorced,secondary,no,no,no,cellular,may,0
31,8460,20,68,1,self-employed,single,tertiary,no,no,no,cellular,nov,0
40,1225,11,919,2,entrepreneur,divorced,tertiary,no,yes,no,cellular,jul,0
57,1367,9,144,3,services,divorced,primary,no,no,no,unknown,jun,0
42,163,29,62,6,blue-collar,married,primary,no,yes,no,unknown,may,0
39,198,19,138,8,management,married,tertiary,no,yes,no,unknown,may,0
39,-295,2,288,1,technician,married,secondary,no,yes,no,unknown,jun,0
49,-962,19,295,2,admin,married,tertiary,no,yes,no,cellular,aug,0
42,4791,30,88,2,technician,married,secondary,no,yes,no,unknown,may,0
24,845,13,105,1,admin,single,secondary,no,yes,no,unknown,may,0
40,1438,6,207,1,services,married,secondary,no,yes,no,cellular,may,0
27,468,13,109,1,services,single,secondary,no,yes,no,cellular,may,0
26,972,20,177,10,blue-collar,single,secondary,no,yes,no,unknown,may,0
53,6170,13,838,4,services,married,secondary,no,no,no,cellular,aug,1
51,33,16,721,3,blue-collar,married,secondary,no,no,yes,unknown,jun,1
30,-298,10,174,1,services,married,secondary,no,no,yes,cellular,jul,0
39,1340,20,287,3,management,single,tertiary,no,yes,no,cellular,apr,0
34,79,17,193,1,admin,married,secondary,no,yes,no,cellular,apr,0
37,792,16,1187,4,management,single,secondary,no,yes,no,unknown,may,1
39,2381,29,91,3,services,married,secondary,no,yes,yes,cellular,jul,0
32,801,17,637,1,technician,single,secondary,no,yes,no,cellular,apr,0
45,2020,17,62,1,technician,married,secondary,no,yes,no,cellular,nov,0
57,1401,21,91,22,admin,married,unknown,no,no,no,cellular,aug,0
36,1023,4,184,2,blue-collar,married,unknown,no,yes,no,cellular,feb,0
38,630,23,201,3,blue-collar,married,primary,no,yes,no,unknown,may,0
36,380,20,134,1,technician,single,secondary,no,yes,no,unknown,may,0
38,9669,20,15,3,student,single,unknown,no,no,no,unknown,jun,0
41,669,16,375,2,admin,single,secondary,no,yes,no,cellular,apr,0
28,232,29,72,1,technician,married,secondary,no,yes,yes,cellular,jan,0
60,-63,7,1434,5,retired,married,primary,no,yes,no,cellular,jul,0
37,37,28,253,2,management,single,tertiary,no,no,no,cellular,jan,0
45,-525,21,980,2,technician,married,tertiary,no,no,yes,cellular,nov,1
32,1951,8,518,2,technician,married,secondary,no,yes,no,cellular,apr,0
41,515,5,837,2,technician,married,tertiary,no,no,no,cellular,aug,1
56,770,20,59,3,blue-collar,married,primary,no,yes,no,unknown,jun,0
54,34,21,208,3,housemaid,divorced,secondary,yes,no,no,cellular,jul,0
49,1,4,7,4,management,married,tertiary,no,yes,no,cellular,may,0
41,2123,18,232,1,technician,married,secondary,no,no,no,cellular,nov,0
36,904,5,36,9,student,single,secondary,no,no,no,telephone,feb,0
33,2728,5,295,2,technician,married,tertiary,no,no,no,cellular,aug,0
45,809,13,155,2,technician,divorced,secondary,no,yes,no,cellular,may,0
47,2892,17,556,1,management,married,secondary,no,no,no,unknown,jun,1
39,410,19,266,4,services,single,tertiary,no,no,no,unknown,jun,0
32,1539,13,160,3,technician,married,secondary,no,yes,no,cellular,apr,0
32,56,8,126,1,technician,married,secondary,no,yes,no,cellular,may,0
37,0,16,1150,1,blue-collar,married,secondary,no,no,no,cellular,jul,0
43,3173,15,746,1,self-employed,single,unknown,no,no,no,unknown,may,1
42,1768,8,193,2,management,single,tertiary,no,yes,no,unknown,may,0
46,1139,31,466,4,management,married,tertiary,no,no,no,cellular,jul,0
41,1032,21,64,2,technician,married,secondary,no,yes,no,cellular,aug,0
31,-64,21,37,1,blue-collar,single,secondary,no,no,no,cellular,jul,0
26,96,12,181,2,blue-collar,single,secondary,no,yes,no,unknown,may,0
37,509,6,133,1,management,single,tertiary,no,yes,no,cellular,may,0
32,-64,13,641,1,blue-collar,married,secondary,no,yes,no,cellular,may,0
57,3043,14,707,2,technician,divorced,secondary,no,no,no,cellular,aug,1
45,582,17,148,1,self-employed,married,tertiary,no,no,no,cellular,nov,0
43,10,26,301,16,technician,married,secondary,no,no,no,cellular,aug,0
42,0,18,177,5,management,married,tertiary,no,yes,no,cellular,jul,0
41,510,9,231,2,services,married,secondary,no,yes,no,unknown,may,0
21,524,26,185,1,admin,single,secondary,no,no,no,cellular,may,1
40,406,12,577,2,management,married,secondary,no,yes,no,unknown,jun,1
31,44,2,200,5,technician,single,secondary,no,no,no,cellular,feb,0
31,1377,5,371,2,management,single,tertiary,no,no,no,cellular,aug,0
33,1354,16,270,1,self-employed,single,tertiary,no,yes,no,cellular,apr,0
30,2283,7,74,2,technician,married,tertiary,no,no,no,cellular,aug,0
57,2887,21,819,10,blue-collar,married,secondary,no,no,no,cellular,aug,1
35,-67,21,84,1,admin,single,secondary,no,no,yes,cellular,jul,0
49,367,29,85,6,management,married,secondary,no,yes,no,unknown,may,0
30,367,4,170,2,management,married,tertiary,no,no,no,cellular,feb,0
33,896,19,577,1,management,single,tertiary,no,yes,no,cellular,nov,0
42,108,31,51,21,blue-collar,married,secondary,no,yes,no,telephone,jul,0
52,872,18,82,6,admin,single,unknown,no,yes,no,telephone,may,0
28,524,6,554,2,blue-collar,single,secondary,no,yes,no,cellular,may,1
26,13,7,132,2,housemaid,married,secondary,no,yes,no,cellular,may,0
25,276,12,268,4,technician,single,secondary,no,yes,no,unknown,may,0
40,572,17,171,1,blue-collar,married,primary,no,yes,yes,cellular,apr,0
32,348,17,926,1,technician,married,secondary,no,yes,no,cellular,jul,1
60,0,8,59,1,management,married,tertiary,no,yes,no,cellular,jul,0
33,108,29,158,2,services,married,secondary,no,yes,no,cellular,jan,0
57,4148,18,340,3,blue-collar,married,unknown,no,no,no,unknown,jun,0
37,751,2,186,4,management,married,tertiary,no,yes,no,cellular,feb,0
49,909,9,730,1,admin,married,secondary,no,yes,no,cellular,apr,0
35,26,2,277,2,blue-collar,married,secondary,no,yes,no,unknown,jun,0
41,0,21,624,1,management,married,secondary,no,no,no,cellular,nov,0
33,1585,8,183,2,management,married,tertiary,no,no,no,cellular,aug,0
39,313,29,118,5,management,single,tertiary,no,no,yes,cellular,jan,0
60,-247,12,472,2,technician,married,secondary,no,yes,no,telephone,may,0
27,-209,29,128,1,services,married,unknown,no,yes,yes,cellular,jan,0
30,3516,29,447,4,services,single,tertiary,no,yes,no,unknown,may,0
39,952,16,62,1,admin,divorced,secondary,no,yes,no,unknown,jun,0
29,85,14,76,2,housemaid,married,secondary,no,yes,no,cellular,jul,0
27,832,21,336,1,admin,single,tertiary,no,no,no,cellular,apr,0
38,569,2,164,2,admin,single,secondary,no,yes,yes,cellular,feb,0
48,160,4,109,3,blue-collar,married,primary,no,yes,no,unknown,jun,0
45,1783,20,11,11,admin,married,unknown,no,no,no,unknown,jun,0
70,2575,20,216,2,retired,married,secondary,no,no,no,telephone,apr,1
44,5581,8,202,2,management,married,tertiary,no,no,no,cellular,aug,0
36,861,29,140,2,technician,divorced,secondary,no,no,no,telephone,aug,0
38,566,17,318,2,blue-collar,married,secondary,no,yes,yes,telephone,apr,0
35,3109,3,467,1,management,married,tertiary,no,yes,no,cellular,jun,0
36,0,17,94,1,services,married,secondary,no,no,no,cellular,nov,0
50,237,30,184,4,entrepreneur,married,primary,no,yes,yes,unknown,may,0
54,541,3,237,3,unemployed,married,primary,no,yes,no,cellular,feb,0
45,0,4,368,2,admin,married,secondary,no,yes,yes,cellular,aug,0
40,31,16,174,2,self-employed,married,secondary,no,yes,no,cellular,apr,0
33,339,12,212,2,entrepreneur,single,secondary,no,yes,no,unknown,may,0
36,283,27,56,2,technician,married,secondary,no,yes,yes,unknown,jun,0
44,2319,4,251,3,unknown,married,secondary,no,no,no,cellular,aug,0
54,87,12,20,8,technician,married,secondary,no,yes,no,cellular,may,0
42,1288,2,18,1,blue-collar,married,secondary,no,yes,no,telephone,feb,0
55,2512,17,166,1,technician,married,tertiary,no,yes,no,unknown,jun,0
39,300,14,506,1,blue-collar,married,secondary,no,yes,no,cellular,may,0
28,0,5,15,8,student,single,secondary,no,no,no,cellular,feb,0
30,74,12,96,5,management,single,tertiary,no,no,no,cellular,aug,0
40,0,17,57,1,admin,married,secondary,no,yes,yes,cellular,nov,0
46,405,11,138,3,technician,married,tertiary,no,no,no,cellular,aug,0
39,741,7,69,1,technician,single,tertiary,no,yes,no,cellular,may,0
43,823,7,174,12,blue-collar,married,primary,no,yes,no,telephone,may,0
38,-211,31,166,2,admin,single,secondary,no,no,yes,cellular,jul,0
56,109,17,124,1,management,single,primary,no,no,yes,telephone,nov,0
40,103,8,135,2,technician,married,tertiary,no,yes,no,unknown,may,0
42,202,6,136,1,management,married,tertiary,no,no,no,unknown,jun,0
44,3603,18,198,1,management,married,tertiary,no,yes,no,cellular,nov,0
34,382,21,149,7,services,married,secondary,no,yes,yes,cellular,jul,0
39,11835,11,744,2,management,married,secondary,no,yes,no,cellular,aug,1
44,813,26,358,2,management,single,secondary,no,no,no,cellular,aug,0
47,0,9,159,1,admin,married,secondary,no,no,no,cellular,apr,0
39,6322,8,184,1,unemployed,divorced,secondary,no,no,no,unknown,may,0
49,-849,27,197,1,technician,married,secondary,no,yes,yes,unknown,may,0
54,-152,26,14,11,retired,married,secondary,no,yes,yes,unknown,may,0
40,1082,30,854,2,services,married,primary,no,yes,no,unknown,may,1
30,63,20,260,1,management,single,tertiary,no,yes,no,cellular,apr,0
41,176,9,196,1,admin,married,secondary,no,no,no,unknown,jun,0
57,2892,4,235,5,blue-collar,married,primary,no,yes,no,unknown,jun,0
29,751,23,121,2,self-employed,married,tertiary,no,yes,no,unknown,may,0
37,1731,29,148,4,blue-collar,married,secondary,no,yes,yes,unknown,may,0
34,1866,4,95,1,technician,single,secondary,no,no,no,cellular,nov,0
36,1,13,131,1,management,single,tertiary,no,yes,no,cellular,may,0
29,-105,27,5,3,management,single,secondary,no,yes,no,unknown,may,0
56,5,6,407,2,blue-collar,married,primary,no,yes,yes,unknown,may,0
33,1968,20,1817,3,technician,married,secondary,no,yes,no,cellular,apr,1
30,1390,20,552,4,management,married,tertiary,no,no,no,cellular,aug,0
55,138,17,205,1,retired,divorced,secondary,no,no,no,cellular,jul,0
49,1091,30,47,2,technician,married,secondary,no,no,no,telephone,jul,0
38,154,11,197,1,entrepreneur,single,primary,no,yes,no,cellular,may,0
59,143,19,11,1,retired,married,primary,no,yes,no,unknown,jun,0
30,791,22,137,2,blue-collar,married,secondary,no,yes,yes,cellular,jul,0
52,1340,5,175,1,housemaid,married,primary,no,no,no,unknown,jun,0
45,12766,22,129,3,technician,married,tertiary,no,no,no,cellular,aug,0
41,230,9,155,3,services,married,unknown,no,yes,no,cellular,feb,0
40,125,19,349,2,blue-collar,divorced,secondary,no,yes,no,unknown,may,0
40,0,25,96,2,blue-collar,married,secondary,no,no,no,cellular,jul,0
30,581,21,197,3,self-employed,married,secondary,no,yes,no,cellular,nov,0
41,217,15,375,2,blue-collar,married,secondary,no,yes,no,cellular,apr,0
59,879,30,126,5,admin,married,primary,no,yes,no,cellular,jan,0
35,-225,23,183,1,services,divorced,secondary,no,no,no,cellular,jul,0
56,5486,30,251,3,services,married,secondary,no,yes,no,cellular,jul,0
37,508,15,340,1,blue-collar,married,primary,no,yes,yes,cellular,may,0
51,3926,21,208,2,management,divorced,tertiary,no,yes,no,cellular,jul,0
32,-148,4,326,3,blue-collar,married,primary,yes,yes,no,cellular,may,0
40,697,8,111,1,technician,married,secondary,no,yes,no,unknown,may,0
26,1720,3,383,1,management,single,tertiary,no,no,no,cellular,feb,0
31,81,29,189,1,technician,married,tertiary,no,yes,no,cellular,jan,0
68,695,9,233,1,retired,divorced,primary,no,no,no,cellular,apr,1
37,490,30,226,1,technician,married,secondary,no,yes,no,unknown,may,0
28,340,24,821,2,services,single,secondary,no,yes,no,cellular,jul,1
44,358,5,179,1,technician,married,secondary,no,no,no,unknown,jun,0
28,104,30,170,1,entrepreneur,single,tertiary,no,no,no,cellular,apr,0
28,1820,5,134,2,services,single,secondary,no,yes,no,cellular,feb,0
35,1,21,85,1,technician,married,secondary,no,yes,yes,unknown,may,0
